plan

	{
floor		underlay_temple_to_artemis_settlement.cas overlay_temple_to_artemis_settlement.cas



temple_to_artemis,		0,	20,	-90,	0

greek_colonnaded_portico,	-70,	-80,	180,	0
greek_colonnaded_portico,	70,	-80,	0,	0

shrine_round,			-70,	-120,	90,	0
shrine_round,			70,	-120,	-90,	0

roman_sarcophagus,		0,	-90,	0,	0

stoa,				-120,	-100,	90,	0
stoa,				-120,	-40,	90,	0
stoa,				-120,	20,	90,	0
stoa,				-120,	80,	90,	0
stoa,				-90,	130,	0,	0
stoa,				-30,	130,	0,	0
stoa,				30,	130,	0,	0
stoa,				90,	130,	0,	0
stoa,				120,	80,	-90,	0
stoa,				120,	20,	-90,	0
stoa,				120,	-40,	-90,	0
stoa,				120,	-100,	-90,	0

bush_A,		40,	-110,	0,	0
bush_A,		90,	-10,	0,	0
bush_A,		70,	100,	0,	0
bush_A,		-70,	60,	0,	0

tree_A,			-50,	-160,	-15,	0
tree_A,			-70,	-160,	45,	0
tree_A,			-90,	-160,	110,	0
tree_A,			-110,	-160,	-155,	0
tree_A,			-130,	-160,	40,	0
tree_A,			-150,	-160,	125,	0
tree_A,			-150,	-140,	-60,	0
tree_A,			-150,	-120,	110,	0
tree_A,			-150,	-100,	165,	0
tree_A,			-150,	-80,	-75,	0
tree_A,			-150,	-60,	-105,	0
tree_A,			-150,	-40,	115,	0
tree_A,			-150,	-20,	-110,	0
tree_A,			-150,	0,	35,	0
tree_A,			-150,	20,	-110,	0
tree_A,			-150,	40,	65,	0
tree_A,			-150,	60,	135,	0
tree_A,			-150,	80,	155,	0
tree_A,			-150,	100,	-105,	0
tree_A,			-150,	120,	35,	0
tree_A,			-150,	140,	45,	0
tree_A,			-150,	160,	160,	0
tree_A,			-130,	160,	-120,	0
tree_A,			-110,	160,	125,	0
tree_A,			-90,	160,	-110,	0
tree_A,			-70,	160,	-100,	0
tree_A,			-50,	160,	-75,	0
tree_A,			-30,	160,	-145,	0
tree_A,			-10,	160,	-110,	0
tree_A,			10,	160,	-85,	0
tree_A,			30,	160,	170,	0
tree_A,			50,	160,	60,	0
tree_A,			70,	160,	105,	0
tree_A,			90,	160,	40,	0
tree_A,			110,	160,	155,	0
tree_A,			130,	160,	40,	0
tree_A,			150,	160,	125,	0
tree_A,			150,	140,	95,	0
tree_A,			150,	120,	150,	0
tree_A,			150,	100,	30,	0
tree_A,			150,	80,	170,	0
tree_A,			150,	60,	40,	0
tree_A,			150,	40,	80,	0
tree_A,			150,	20,	100,	0
tree_A,			150,	0,	-130,	0
tree_A,			150,	-20,	25,	0
tree_A,			150,	-40,	-120,	0
tree_A,			150,	-60,	130,	0
tree_A,			150,	-80,	160,	0
tree_A,			150,	-100,	-60,	0
tree_A,			150,	-120,	130,	0
tree_A,			150,	-140,	-115,	0
tree_A,			150,	-160,	65,	0
tree_A,			130,	-160,	135,	0
tree_A,			110,	-160,	-150,	0
tree_A,			90,	-160,	160,	0
tree_A,			70,	-160,	-75,	0
tree_A,			50,	-160,	125,	0

	}
