plan

{


target rectangle 	x 216 z 60 rot 0 width 192 height 192
floor		roman_large_city_underlay.cas greek_large_city_overlay.CAS
ground_types	roman_large_city_ground.tga -480 -480 480 480
street_plan	roman_large_city_pathfinding.cas
borders
	{

;WALLS
tower_straight,		-320,	416,	-180,	0.5
tower_straight,		-352,	-256,	-90,	0.5
tower_straight,		-416,	128,	-90,	0.5
tower_straight,		416,	256,	90,	0.5
tower_straight,		416,	-0,	90,	0.5
tower_straight,		256,	-416,	0,	0.5
gateway,			-192,	-416,	0,	0.5
straight,			-256,	416,	-180,	0.5
straight_link,		-352,	416,	-180,	0.5
straight_link,		-288,	416,	-180,	0.5
straight,			-384,	416,	-180,	0.5
external_left_link,		-224,	416,	180,	0.5
tower_external_corner_link,	-416,	416,	-90,	0.5
straight,			-192,	384,	135,	0.5
diagonal_link,		-160,	352,	135,	0.5
tower_straight,		-128,	320,	135,	0.5
straight,			0,	288,	-180,	0.5
straight,			32,	320,	-90,	0.5
straight_link,		-32,	288,	-180,	0.5
internal_right_link,		-96,	288,	180,	0.5
straight,			-64,	288,	-180,	0.5
external_left_link,		32,	352,	-90,	0.5
tower_internal_corner_link,	32,	288,	-90,	0.5
external_right_link,		96,	416,	-180,	0.5
straight,			64,	384,	-135,	0.5
external_left_link,		352,	416,	180,	0.5
gateway,			256,	416,	-180,	0.5
tower_straight,		384,	384,	135,	0.5
tower_straight,		128,	416,	180,	0.5
straight,			192,	416,	-180,	0.5
straight_link,		160,	416,	-180,	0.5
external_right_link,		416,	352,	90,	0.5
straight,			320,	416,	-180,	0.5
straight,			416,	-320,	90,	0.5
straight,			416,	-192,	90,	0.5
straight,			416,	320,	90,	0.5
straight,			416,	192,	90,	0.5
straight,			416,	64,	90,	0.5
straight,			416,	-64,	90,	0.5
straight_link,		416,	160,	90,	0.5
gateway,			416,	-256,	90,	0.5
tower_straight,		-416,	256,	-90,	0.5
straight_link,		416,	96,	90,	0.5
tower_straight,		416,	-128,	90,	0.5
tower_straight,		416,	128,	90,	0.5
straight_link,		416,	288,	90,	0.5
straight_link,		416,	-96,	90,	0.5
straight_link,		416,	224,	90,	0.5
straight_link,		416,	-160,	90,	0.5
straight_link,		416,	32,	90,	0.5
straight_link,		416,	-32,	90,	0.5
external_left_link,		416,	-352,	90,	0.5
tower_straight,		384,	-384,	45,	0.5
tower_external_corner_link,	32,	-416,	0,	0.5
