plan

{
target rectangle 		x 40 z 40 rot 0 width 64 height 64
floor			roman_large_town_underlay.cas roman_large_town_overlay.cas
ground_types		roman_large_town_ground.tga -352 -352 352 352
street_plan 		pathfinding_roman_large_town.cas


borders
	{
		; WALLS
		tower_straight,		128,	-288,	0,	0.500
		gateway,			-0,	288,	-180,	0.500
		gateway,			288,	0,	90,	0.500
		gateway,			-288,	0,	-90,	0.500
		gateway,			0,	-288,	0,	0.500
		straight_link,		224,	288,	-180,	0.500
		tower_external_corner_link,	-288,	288,	-90,	0.500
		straight_link,		-96,	288,	-180,	0.500
		straight_link,		-224,	288,	-180,	0.500
		straight_link,		96,	288,	-180,	0.500
		straight_link,		160,	288,	-180,	0.500
		straight_link,		-160,	288,	-180,	0.500
		straight,			64,	288,	-180,	0.500
		straight,			-64,	288,	-180,	0.500
		tower_straight,		-128,	288,	-180,	0.500
		straight,			-192,	288,	-180,	0.500
		tower_straight,		128,	288,	-180,	0.500
		straight,			192,	288,	-180,	0.500
		straight,			256,	288,	-180,	0.500
		straight,			-256,	288,	-180,	0.500
		tower_external_corner_link,	288,	288,	-180,	0.500
		straight,			288,	256,	90,	0.500
		straight,			288,	-64,	90,	0.500
		tower_straight,		288,	-128,	90,	0.500
		straight,			288,	-192,	90,	0.500
		straight,			288,	64,	90,	0.500
		straight_link,		288,	-224,	90,	0.500
		tower_external_corner_link,	288,	-288,	90,	0.500
		straight,			288,	-256,	90,	0.500
		straight_link,		288,	224,	90,	0.500
		straight,			288,	192,	90,	0.500
		tower_straight,		288,	128,	90,	0.500
		straight_link,		288,	-96,	90,	0.500
		straight_link,		288,	-160,	90,	0.500
		straight_link,		288,	96,	90,	0.500
		straight_link,		288,	160,	90,	0.500
		straight,			-288,	64,	-90,	0.500
		straight,			-288,	-64,	-90,	0.500
		straight,			-288,	256,	-90,	0.500
		tower_straight,		-288,	-128,	-90,	0.500
		straight,			-288,	-192,	-90,	0.500
		straight,			-288,	128,	-90,	0.500
		straight,			-288,	192,	-90,	0.500
		straight_link,		-288,	-224,	-90,	0.500
		straight,			-288,	-256,	-90,	0.500
		tower_external_corner_link,	-288,	-288,	0,	0.500
		straight_link,		-288,	96,	-90,	0.500
		straight_link,		-288,	-96,	-90,	0.500
		straight_link,		-288,	224,	-90,	0.500
		straight_link,		-288,	-160,	-90,	0.500
		straight_link,		-288,	160,	-90,	0.500
		straight_link,		96,	-288,	0,	0.500
		straight,			256,	-288,	0,	0.500
		straight,			-256,	-288,	0,	0.500
		straight_link,		224,	-288,	0,	0.500
		straight_link,		-224,	-288,	0,	0.500
		straight,			-192,	-288,	0,	0.500
		straight_link,		-160,	-288,	0,	0.500
		tower_straight,		-128,	-288,	0,	0.500
		straight_link,		-96,	-288,	0,	0.500
		straight,			192,	-288,	0,	0.500
		straight_link,		160,	-288,	0,	0.500
		straight,			-64,	-288,	0,	0.500
		straight,			64,	-288,	0,	0.500

	}

; road joiners

gateway_slot_into_roman_town,	320,	0,	0,	0
gateway_slot_into_roman_town,	0,	320,	90,	0
gateway_slot_into_roman_town,	-320,	0,	180,	0
gateway_slot_into_roman_town,	0,	-320,	-90,	0


slot_48x32_religious,	39.00,	137.00,	180.00,	0.50
slot_48x32_equestrian,	-31.00,	-23.00,	180.00,	0.50
slot_48x32_market,	127.22,	-94.96,	0.00,	0.50
slot_48x32_barracks,	-31.00,	23.00,	0.00,	0.50
slot_112x64_core_building,	63.00,	-40.00,	180,	0.50
slot_plaza_roman_64x64m,	40.00,	40.00,	0.00,	0.5
slot_48x32_missiles,		88,	-192,	-90,	0.5
slot_48x32_health,		-149,	-27,	180,	0.5
slot_48x32_smith,		164,	32,	-90,	0.5

; COLLISION

roman_large_town_tenament_collision,	0,	0,	0,	0

; AMBIENT




roman_tenamentA_group,	147.67,	108.14,	-90.00,	0.50
roman_tenamentA_group,	211.01,	186.16,	175.00,	0.50
roman_tenamentA_group,	207.95,	-39.62,	-90.00,	0.50
roman_tenamentA_group,	207.44,	-215.27,	-90.00,	0.50
roman_tenamentA_group,	-214.66,	-50.02,	0.00,	0.50
roman_tenamentA_group,	50.82,	-115.57,	-90.00,	0.50
roman_tenamentA_group,	-110.52,	213.61,	-90.00,	0.50
roman_tenamentA_group,	44.42,	213.61,	-90.00,	0.50
roman_tenamentA_group,	-110.54,	115.95,	-90.00,	0.50
roman_tenamentA_group,	-99.75,	43.16,	-90.00,	0.50
roman_tenamentA_group,	-43.33,	-206.26,	0.00,	0.50
roman_tenamentA_group,	-43.81,	-119.32,	0.00,	0.50
roman_tenamentA_group,	-115.22,	-154.68,	0.00,	0.50
roman_tenamentA_group,	-206.21,	-212.72,	-90.00,	0.50
roman_tenamentA_group,	141.03,	204.17,	0.00,	0.50

roman_tenamentB,	-226.96,	24.56,	0.00,	0.50
roman_tenamentB,	32.04,	103.42,	0.00,	0.50
roman_tenamentB,	-95.50,	-25.75,	90.00,	0.50
roman_tenamentB,	-30.26,	-56.19,	0.00,	0.50
roman_tenamentB,	-95.17,	-93.83,	0.00,	0.50
roman_tenamentB,	26.00,	-167.52,	0.00,	0.50
roman_tenamentB,	122.08,	-197.68,	0.00,	0.50
roman_tenamentB,	193.39,	-160.47,	0.00,	0.50
roman_tenamentB,	232.45,	-100.06,	0.00,	0.50

